name,price,OCrate,neighbor,property_type,bed,bath
 Simple and Chic Studio Union Square/ East Village ,$188/night, 84%  ,East Village ,Apartment,1,1
 Cosy soulful studio in the Upper West Side ,$104/night, 89%  ,Carnegie Hill ,Apartment,1,1
 Modern Apartment☆5 Mins to Subway☆40 Mins to NYC☆ ,$157/night, 42%  ,Flatbush ,Apartment,3,2
" Fresh, Clean Brooklyn Garden Apt. ",$118/night, 96%  ,Park Slope ,Apartment,2,1
 Guest Apartment in Owner Occupied Home ,$113/night, 80%  ,Park Slope ,Apartment,1,1
 The Perfect Williamsburg Apartment ,$199/night, 71%  ,Greenpoint ,Apartment,1,1
 Large studio near Central Park/Columbus Circle ,$172/night, 77%  ,Sutton Place ,Apartment,1,1
 Cozy UES apartment by the Central Park ,$110/night, 68%  ,Carnegie Hill ,Apartment,1,1
" Oceanview,close to Manhattan ",$245/night, 32%  ,Arrochar ,Apartment,4,1.5
" Cozy 1 bedroom apartment in Throggs neck, bronx ",$100/night, 43%  ,Castle Hill ,House,1,1
 Gorgeous Two Br Apt in Jamaica Estates. ,$135/night, 35%  ,Jamaica Estates ,Apartment,4,1
" Loft space 
Private floor private events
Sleeps 5 ",$202/night, 19%  ,East Harlem ,Loft,2,1
 Simple and clean ,$96/night, 50%  ,Bay Ridge ,Apartment,6,1
" Clean, Comfortable, Convenient ",$170/night, 47%  ,Sutton Place ,Apartment,1,1
 Beautifully decorated duplex with an amazing yard! ,$278/night, 43%  ,Brownsville ,Apartment,4,2.5
 Washer&Dryer - 6 Subway stops to NYC / 15 min ride ,$93/night, 85%  ,Clinton Hill ,Guest suite,2,1
 New York Oasis ,$88/night, 88%  ,Carnegie Hill ,Apartment,2,1
 Brooklyn Basement ,$84/night, 93%  ,Park Slope ,Apartment,1,1
 Artist Loft in Tribeca ,$229/night, 97%  ,DUMBO ,Loft,1,1
 Very Convenient Modern Brooklyn Studio Apartment ,$108/night, 70%  ,Prospect Park South ,Guest suite,2,1
 Sunny & Cheery Bronx Home in Mott Haven ,$121/night, 61%  ,Port Morris ,Apartment,4,1
 Rockaway Beach -  PRIVATE BEACH HOUSE. ,$209/night, 36%  ,Rockaway Beach ,House,3,1
 Chic + comfortable 1 BR apt on Upper East Side ,$139/night, 87%  ,Carnegie Hill ,Apartment,1,1
" ""I LOVE BROOKLYN""  Newly Renovated Studio APT. ",$97/night, 64%  ,Clinton Hill ,Apartment,1,1
 Modern newly renovated apartment with balcony ,$105/night, 74%  ,Washington Heights ,Condominium,2,1
 BEAUTIFUL STUDIO ON UPPER EAST SIDE/ CENTRAL PARK ,$116/night, 56%  ,Carnegie Hill ,Apartment,2,1
" $6M Soho Penthouse: 2000 sq ft, 18 ft ceilings ",$879/night, 78%  ,Greenwich Village ,Loft,2,2.5
 Private Studio in Queens ,$96/night, 75%  ,Pomonok ,Apartment,1,1
 Cozy & Modern 2 beds Apt. newly renovated BK/NYC ,$167/night, 63%  ,Brownsville ,Apartment,5,1
 Pre-War Elegance in Soho / West Village ,$266/night, 64%  ,NoHo ,Apartment,1,1
" Budget stay, near transportation ",$138/night, 18%  ,Arrochar ,Apartment,3,1
 Light & Airy home 1 minute to subway ,$143/night, 85%  ,Bushwick ,Apartment,3,2
 Soho! Amazing 3bedroom Apt! ,$350/night, 52%  ,NoHo ,Apartment,3,1
 Beautiful one-bedroom get away with park view ,$90/night, 53%  ,Washington Heights ,Apartment,2,1
 Large Private Bedroom/Woodlawn Location ,$146/night, 1%  ,Woodlawn ,Apartment,1,1
 Private Apartment 30mins from Times Square ,$93/night, 90%  ,Marble Hill ,Apartment,1,1
 Sunny 2-story Brooklyn townhouse w deck and garden ,$200/night, 100%  ,Park Slope ,Townhouse,3,2
" Avenue L,  your Home away from Home. ",$101/night, 36%  ,Canarsie ,House,3,1
 Spacious 2BR in south Brooklyn ,$100/night, 30%  ,Marine Park ,Apartment,3,1
" Bright, spacious one bedroom in Brooklyn ",$118/night, 45%  ,Clinton Hill ,Apartment,1,1
 Large Studio in NYC Brownstone No Frills/ Budget ,$125/night, 40%  ,Manhattanville ,Apartment,3,1
 Verona TwentyOne - PHOEBE'S PLACE ,$102/night, 72%  ,Clinton Hill ,Apartment,1,1
 Verona TwentyOne - RODFRED COMFORT ,$101/night, 78%  ,Clinton Hill ,Apartment,1,1
 Tilt A Whirl Beach House.....Parking for 6 cars ,$273/night, 35%  ,Rockaway Beach ,House,3,1
 The home is where the heart is. ,$131/night, 28%  ,Flatbush ,Condominium,1,1
" Soho family loft 3 beds, 2 bedroom. Best location! ",$411/night, 93%  ,NoHo ,Loft,3,1
 Large Chic Loft centrally located (Gramercy Park) ,$299/night, 97%  ,NoHo ,Loft,2,1
 Chic and Charming Loft ,$182/night, 90%  ,DUMBO ,Apartment,1,1
 Penthouse G ,$67/night, 54%  ,Belle Harbor ,Apartment,2,1
 Gorgeous 4 BR apt w. King bed 30 min to Manhattan ,$199/night, 38%  ,Flatbush ,Guest suite,5,1
" Private entrance, Great Location! ",$77/night, 83%  ,Bushwick ,House,2,1
 Exquisite Furnished 1-BR Studio ,$100/night, 85%  ,Carnegie Hill ,Apartment,1,1
 NewYork Modern Pre-War LoftStudio ,$206/night, 68%  ,Carnegie Hill ,Apartment,2,1
 Free ferry to Manhattan 10 mins away ,$99/night, 20%  ,Grymes Hill ,House,3,1
 Beautiful and Clean Private Bedroom with Bathroom ,$58/night, 77%  ,College Point ,House,1,1
" New 3 Bdrm Urban Lux Oasis, 50 Steps to Subway ",$231/night, 27%  ,Brownsville ,Apartment,7,1.5
" Spacious townhouse, vibrant Brooklyn neighborhood ",$300/night, 100%  ,Clinton Hill ,House,5,2
 Posh apt heart of NYC 2BR/2 Bath Balcony  Kips Bay ,$404/night, 85%  ,Midtown ,Apartment,6,1.5
 Skyline views ,$112/night, 97%  ,Park Slope ,Townhouse,2,1
" Serenity Studio; Light, Bright and Cute ",$86/night, 68%  ,Wingate ,Guest suite,1,1
 Great Townhome!! 1 Stop from Manhattan! Sleeps 6 ,$317/night, 59%  ,Blissville ,Apartment,3,2
" Alisha’s Place-JFK 10 MINS, walk to subway & buses ",$242/night, 23%  ,Kew Gardens ,Apartment,4,1
 City Island Seaview Apartment ,$113/night, 42%  ,City Island ,Apartment,1,1
 Cozy Artist Duplex **Bedstuy Charm** ,$130/night, 100%  ,Clinton Hill ,Apartment,2,2
 Cozy Garden Suite on Prime Bed-Stuy Block ,$119/night, 58%  ,Bushwick ,Guest suite,1,1
" Large modern luxury 1 bdrm apt, beautiful rooftop! ",$317/night, 57%  ,East Village ,Apartment,1,1
 Super Luxurious 2 Bedroom Grand Central ,$166/night, 72%  ,Sutton Place ,Condominium,2,1
" LGA cozy apt, Close to Astoria, Manhattan, JFK ",$113/night, 56%  ,La Guardia Airport ,House,3,1
 Spacious Lower East Side Apartment ,$170/night, 84%  ,NoHo ,Apartment,1,1
 Cozy Bronx nest ,$85/night, 81%  ,Castle Hill ,Apartment,2,1
 Large studio apt w/ private deck. Close to RUMC. ,$131/night, 44%  ,Clifton ,Apartment,2,1
" New Designer 4 Bedroom, AC-Laundry. Next to Subway ",$331/night, 26%  ,Brownsville ,Apartment,10,1.5
 1B in the heart of the East Village ,$178/night, 96%  ,East Village ,Apartment,1,1
 Historic penthouse apartment on Saint Marks Place ,$300/night, 64%  ,East Village ,Loft,2,1
 Pauline’s Castle in Williamsburg ,$197/night, 42%  ,Downtown ,Loft,3,1
 Cozy little NYC apartment near Little Italy ,$146/night, 43%  ,Battery Park ,Apartment,2,1
" Large 1-BR by Central Park/Museum Mile, Manhattan ",$151/night, 78%  ,Carnegie Hill ,Apartment,1,1
" Clean, Comfortable & Cozy Brooklyn Apartment ",$134/night, 49%  ,Brownsville ,Apartment,1,1
" Cute, Cozy, East Village 1BR Apartment! ",$151/night, 81%  ,NoHo ,Apartment,1,1
 Incredible 2-BR w/ Kitchen Island! ,$134/night, 52%  ,Carnegie Hill ,Apartment,2,1
 Far Rockaway Home near the Beach ,$104/night, 63%  ,Arverne ,Guesthouse,2,1
" 1 bedroom Artist Loft, Williamsburg Bridge views ",$114/night, 92%  ,Navy Yard ,Loft,1,1
" Beautiful, spacious 2 bed, Crown Heights apartment ",$177/night, 31%  ,Brownsville ,Apartment,2,1
 HUGE APT on border of EAST VILLAGE & GRAMERCY! ,$361/night, 67%  ,NoHo ,Apartment,4,1
" 1000 SQ FT, Luxury Living 1 Stop from Manhattan ",$197/night, 50%  ,Blissville ,Apartment,1,1.5
 Stylish & Cozy Private Studio Apartment (UES) ,$113/night, 46%  ,Sutton Place ,Apartment,1,1
 Cozy 2BR in Trendy LIC! 1 Stop From Manhattan!! ,$313/night, 56%  ,Blissville ,Apartment,2,1
 Spacious and Sunny Studio ,$59/night, 64%  ,Fort Hamilton ,Apartment,1,1
 Voted #1 Airbnb In NYC ,$67/night, 67%  ,Jamaica ,Guest suite,1,1
 Super Cozy Studio Apartment ,$60/night, 16%  ,Maspeth ,Apartment,1,1
 Spacious Townhome Apt in Brooklyn ,$93/night, 66%  ,East Flatbush ,House,1,1
" CHIC, SUNLIT 2BR in BEST Brooklyn Heights Location ",$302/night, 59%  ,Cobble Hill ,Guest suite,2,1
 Perfect Pied-à-Terre ,$155/night, 26%  ,Blissville ,Apartment,1,1
" LYRIC - 2 Bedroom Suite, 1 Bath, Kitchen ",$703/night, 32%  ,Financial District ,Serviced apartment,3,1
 Brooklyn Studio Apartment in 2 family Townhouse ,$95/night, N/A%  ,Borough Park ,Apartment,1,1
 ♥♥♥ Entire House with Backyard & Superfast WiFi♥♥♥ ,$146/night, 70%  ,Morris Park ,House,10,2.5
 Large one bedroom on the Upper East Side. ,$171/night, 92%  ,Carnegie Hill ,Apartment,1,1
 Landmark 2 Bedroom West Village NYC ,$281/night, 81%  ,NoHo ,Apartment,2,1
 Escape NYC in the Borough of Parks! ,$70/night, 81%  ,Rossville ,Apartment,1,1
 Entire Apartment in House! 20mins to FREE ferry! ,$82/night, 86%  ,Arrochar ,Guest suite,2,1
 Charming spacious garden level apt ,$75/night, 76%  ,Flatbush ,Apartment,2,1
 Entire 2 Bedroom Elegant Suite w Modern Amenities ,$133/night, 23%  ,East New York ,Townhouse,5,1
" Cobble Hill Retreat, 1-Bedroom Garden Apartment ",$185/night, 90%  ,Park Slope ,Apartment,2,1.5
 Island with City Benefits ,$110/night, 49%  ,City Island ,Apartment,2,1
" Sugar Hill  House w/ 2 bdrms,  den rm & 2 bathrms ",$223/night, 68%  ,Harlem ,Apartment,4,2
" 3BR renovated private apartment, prime Park Slope! ",$228/night, 82%  ,Park Slope ,Apartment,4,1
 Empire State 3 Bed / 1.5 Bath Huge Midtown Apt! ,$464/night, 47%  ,Sutton Place ,Apartment,3,1.5
 Express to NYC - beautiful 1 bedroom apartment ,$87/night, 56%  ,Bergen Beach ,Apartment,2,1
 Prime Williamsburg 1/BD New Condo ,$185/night, 100%  ,Blissville ,Apartment,1,1
" GREAT 2bed/2bath/patio, FORT GREENE ",$235/night, 42%  ,Carroll Gardens ,Apartment,2,2
 Modern Home on the Park ,$117/night, 39%  ,Park Slope ,Apartment,1,1
" Luxurious Studio! ♡ of Bklyn, Access to all of NYC ",$96/night, 54%  ,Flatbush ,Apartment,1,1
 1 BR n. JFK w. Private Keyless Entry x parking. ,$82/night, 84%  ,Rosedale ,Guest suite,2,1
" Central Harlem, New York City ",$103/night, 96%  ,Harlem ,Apartment,2,1
 Entire Top Floor - Fort Greene Brownstone ,$206/night, 92%  ,Clinton Hill ,Apartment,1,1
 Beautiful Prime Williamsburg Apt ,$140/night, 70%  ,Greenpoint ,Apartment,1,1.5
 Park Slope Brooklyn Penthouse Apartment ,$237/night, 65%  ,Park Slope ,Apartment,3,1
 Contemporary & Classic Sanctuary on the Hudson ,$231/night, 78%  ,Central Park ,Apartment,2,1
 NYC HOME BASE: Train @ 900ft; midtown 30min! ,$138/night, 75%  ,Hollis ,House,4,1
 Private 1 bedroom apartment ,$79/night, 100%  ,Bushwick ,Apartment,1,1
 Cute studio in the Upper West Side. ,$105/night, 75%  ,Carnegie Hill ,Apartment,1,1
 Cozy Long Island City Studio close to Manhattan ,$93/night, 84%  ,Hunters Point ,Apartment,1,1
" Estudio 1 Brooklyn, NY. ",$78/night, 50%  ,Woodhaven ,Apartment,1,1
 3 Bedroom Apartment • 20 Minutes from Time Square ,$167/night, 48%  ,Maspeth ,House,4,1
 Sonder | Hanover Square | Sunny 1BR + Rooftop ,$173/night, 66%  ,DUMBO ,Apartment,1,1
" Super Luxury, Perfect for family. Entire 2 beds ",$359/night, 93%  ,Upper West Side ,Condominium,2,1
 A bright spacious one-bedroom  ,$200/night, 100%  ,NoHo ,Condominium,1,1
 Brooklyn Loft - close to Pratt!!! Great location! ,$147/night, 33%  ,Clinton Hill ,Apartment,1,1
 Twin suites of Prospect Lefferts Garden- Brooklyn ,$201/night, 42%  ,Prospect Park South ,Apartment,3,1
 Beautiful Queens Home close to JFK and LGA ,$79/night, 80%  ,Queens Village ,Apartment,1,1
 **Private Entrance Apartment W/ Bedroom & Bath** ,$74/night, 50%  ,Glendale ,Apartment,3,1
 Brigham Place ,$72/night, 76%  ,Gerritsen Beach ,Apartment,3,1
 COZY ROCKAWAY BEACH BUNGALOW 1 BEDROOM ,$136/night, 50%  ,Arverne ,Bungalow,2,1
 Quiet Queens Apt in middle of NYC ,$67/night, 73%  ,Maspeth ,Apartment,1,1
 Cozy 1 Bedroom Apartment In Great LES Location ,$186/night, 60%  ,NoHo ,Apartment,1,1
 Luxurious Harlem 1 BDRM Steps from Subway ,$140/night, 87%  ,Harlem ,Apartment,2,1
 Cozy Apt in Centrally Located Brooklyn Heights ,$180/night, 52%  ,Carroll Gardens ,Apartment,2,1
 One Bedroom Loft Near Times Square ,$177/night, 88%  ,Clinton ,Apartment,2,1
 Modern duplex 30 minutes to Times Square ,$245/night, 37%  ,Washington Heights ,Townhouse,3,2
 East Village/Union Square Apt ,$173/night, 83%  ,East Village ,Apartment,2,1
" Beach Street Loft -  Surf Rockaway Beach, NYC, JFK ",$154/night, 61%  ,Arverne ,Apartment,3,1
 Big Bright Studio in the Heart of Brooklyn ,$88/night, 73%  ,Midwood ,Apartment,1,1
" Fifth Element: 7bd, private home.FREE CANCELLATION ",$85/night, 41%  ,Co-op City ,Apartment,7,1
 2 Stops from Manhattan in Trendy LIC ,$231/night, 71%  ,Hunters Point ,Apartment,3,1
 A sweet cozy one bedroom in Crown Heights Brooklyn ,$100/night, 84%  ,East Flatbush ,Apartment,2,1
 GORGEOUS LUXURY APARTMENT AND VIEW! ,$217/night, 56%  ,Blissville ,Apartment,3,1
" Quiet, Private and Sunny in Greenwich Village ",$188/night, 69%  ,NoHo ,Condominium,1,1
 2 Bedroom in 1897 Landmarked house ,$139/night, 73%  ,Clinton Hill ,Apartment,2,1
 Spacious Studio Apartment in Luxury Building ,$214/night, 28%  ,Sunnyside ,Apartment,2,1
 PERFECTLY LOCATED PRIVATE APARTMENT - AFFORDABLE ,$111/night, 71%  ,Manhattanville ,Apartment,1,1
 NYC Guest Suite with Loft-Free Ferry to Manhattan ,$113/night, 28%  ,Clifton ,Guest suite,5,1
 Beautiful studio by Central Park ,$105/night, 67%  ,Carnegie Hill ,Apartment,2,1
 One bed suite with private garden ,$154/night, 87%  ,Carnegie Hill ,Apartment,2,1
 apartment in ft Greene. Close to park and subway ,$110/night, 100%  ,Park Slope ,Apartment,1,1
 Casa Maritza ,$99/night, 71%  ,East Flatbush ,Apartment,3,1
 Home Sweat Home ,$85/night, 44%  ,Battery Park ,Apartment,2,1
 Clean and modern space in Clinton Hills ,$154/night, 81%  ,Clinton Hill ,Apartment,2,1
 The Best Place to stay in Manhattan ,$258/night, 66%  ,Carnegie Hill ,Condominium,2,1
" Cute Studio in Bushwick BK, NYC ",$98/night, 43%  ,Bushwick ,Apartment,1,1
 CESAR'S PALACE ,$112/night, 74%  ,Co-op City ,Apartment,4,1
 COZY AND RELAXING STUDIO ,$91/night, 9%  ,Port Morris ,Apartment,3,1
 Queens Center 25 min to Manhattan 5min to subway! ,$164/night, 18%  ,Corona ,Condominium,2,1
 Great renovated apartment 1 block away from train ,$102/night, 88%  ,High Bridge ,Apartment,1,1
" A designer true 1 Br, BEST LOCATION in SOHO ",$280/night, 85%  ,NoHo ,Apartment,1,1
 Direct connect to NYC!!! ,$62/night, 38%  ,North Riverdale ,Apartment,4,1
 Comfy convenient apt 3 block from Main st Flushing ,$149/night, 64%  ,Flushing ,Apartment,2,1
 Quaint Studio Apt. $1300 monthly for one person ,$53/night, 87%  ,Bay Ridge ,Apartment,1,1
 Harlem Bliss ,$151/night, 91%  ,Manhattanville ,Apartment,2,1
 SUPER COZY LUXURY APT WALL ST. WITH GYM/ROOFTOP ,$195/night, 81%  ,DUMBO ,Apartment,3,1
 Sunny house ,$92/night, 91%  ,Woodside ,Tiny house,2,1
 1BR private apartment ,$68/night, 65%  ,Brighton Beach ,Apartment,2,1
" Prime Location 67 St & 3 Ave, walk to Central Park ",$120/night, 70%  ,Sutton Place ,Apartment,1,1
" Private apartment, complimentary parking included. ",$66/night, 71%  ,Corona ,Apartment,1,1
 Private 1 Bd Guest House. Great for Quiet Getaway ,$108/night, 32%  ,Rego Park ,House,1,1
 Sunny apartment in modern building in East Village ,$131/night, 90%  ,East Village ,Apartment,1,1
" Private, Modern, Garden Apt - Historic Ditmas Park ",$146/night, 83%  ,Flatbush ,Apartment,2,1
 Studio Apartment in the center of the Village ,$150/night, 9%  ,Greenwich Village ,Apartment,1,1
 Red Hook studio space ,$86/night, 77%  ,Red Hook ,Apartment,2,1
 Large Apartment in Brooklyn+ Balcony  (Water View) ,$136/night, 54%  ,Bergen Beach ,Apartment,3,2
 Midtown NYC Loft ,$160/night, 70%  ,Sutton Place ,Loft,2,1
 NYC Large private bedroom & bathroom ,$76/night, 20%  ,Astoria Heights ,Apartment,2,1
" Bright, Spacious Apartment in Brooklyn ",$146/night, 90%  ,Park Slope ,Apartment,1,1
 Comfortable Studio Apartment ,$40/night, 67%  ,Eastchester ,House,N/A,1
 Great apartment in the heart of trendy Bushwick. ,$120/night, N/A%  ,Ridgewood ,Apartment,3,1
 Private Red Hook Guest Suite ,$98/night, 55%  ,Red Hook ,Guest suite,2,1
 Park Slope Green Guest House ,$120/night, 95%  ,Park Slope ,Apartment,1,1
 New modern private apartment close to the park ,$98/night, 32%  ,Borough Park ,Apartment,2,1
 Budget apt in PRIME HARLEM NYC location ,$84/night, 39%  ,Hamilton Heights ,Apartment,2,1
" Bronx Haven : Near water, accessible to transit ",$62/night, 92%  ,Clason Point ,Townhouse,2,1
 Charming House near Prospect Park ,$144/night, N/A%  ,Kensington ,House,3,1.5
 Gorgeous Gramercy Apt ,$225/night, 38%  ,Flatiron District ,Apartment,1,1
 Whole Apartment! Adorable Space for 2 in Manhattan ,$130/night, 74%  ,Marble Hill ,Apartment,1,1
 Pinacoladaburgh ,$103/night, 49%  ,Rockaway Beach ,Guest suite,2,1
" Tour NYC, US Open - clean, comfort, close to all ",$67/night, 67%  ,Corona ,Apartment,3,1
 New Amazing Modern Apartment w/ Backyard ,$113/night, 19%  ,Wingate ,Apartment,1,1
 Cozy Garden Oasis Brooklyn Private Studio Flat Apt ,$57/night, 91%  ,Brighton Beach ,Townhouse,2,1
 Harlem Gem ,$121/night, 71%  ,Harlem ,Apartment,1,1
 Sunny and Spacious 1 Bedroom ,$226/night, 77%  ,Clinton ,Apartment,2,1
 Gorgeous 2bedroom in the heart of Williamsburg! ,$183/night, 74%  ,Navy Yard ,Apartment,2,1
 Large 1-bedroom near Times Square ,$139/night, 76%  ,Clinton ,Condominium,1,1
 City Life in Harlem ,$108/night, 96%  ,Harlem ,Apartment,1,1
" Beautiful house in Brooklyn, New York City (34) ",$107/night, 75%  ,East New York ,House,3,1
 Best Apartment Alphabet City Luxury & Comfort !! ,$268/night, 45%  ,East Village ,Apartment,1,1
" Bright, comfy studio in charming West Village! ",$181/night, 82%  ,NoHo ,Apartment,2,1
 Brighton Beach modern apartment (See description) ,$81/night, 84%  ,Brighton Beach ,Apartment,1,1
 Brand New Cozy Brooklyn Apartment! ,$82/night, 68%  ,Woodhaven ,Apartment,3,1
 The Unique Home in New York City ,$159/night, 54%  ,Bushwick ,Apartment,4,1
 Parlour Floor of a Brownstone in Cobble Hill ,$250/night, 59%  ,Park Slope ,Apartment,1,1
 Simplistic & Modern Apartment In Brooklyn ,$111/night, 82%  ,Brownsville ,Apartment,1,1
 Brooklyn Apartment ,$85/night, 81%  ,Bushwick ,Apartment,2,1
 Spacious Studio Apt | Walk + Transit score 100 ,$84/night, 8%  ,Brownsville ,House,1,1
 NEW YORK HOME ,$96/night, 46%  ,Bath Beach ,Apartment,2,1.5
 Peace and Happiness In Park Slope ,$140/night, 60%  ,Park Slope ,Apartment,1,1
 Large/Cozy Two Bedroom In Bedford Stuyvesant ,$121/night, 71%  ,Bedford Stuyvesant ,Apartment,3,1
 4 Beds 1.5 Bath Rooftop & Balcony + Airport Pickup ,$299/night, 46%  ,Ridgewood ,Loft,4,1.5
 Hudson Yards with views of The Highline Park ,$234/night, 93%  ,Clinton ,Apartment,2,1
 Staten Island Garden Apartment Near Ferry ,$90/night, 73%  ,New Brighton ,Apartment,2,1
 Beautiful Renovated West Village Gem with Hästens ,$310/night, 47%  ,West Village ,Apartment,1,1
 Private studio in best location. ,$82/night, 87%  ,Hunters Point ,Apartment,2,1
 River front Brand New upper East side apt ,$147/night, 55%  ,Carnegie Hill ,Apartment,1,1
" Entire Bright, beautiful 1.5 Bedroom APT in LIC ",$162/night, 19%  ,Sunnyside ,Apartment,2,1
 East Village Cozy Corner ,$118/night, 32%  ,East Village ,Apartment,1,1
 Private Apartment @Union Square ,$114/night, 94%  ,NoHo ,Apartment,2,1
" Private Guest Suite near NYC Ferry, Rear ",$104/night, 78%  ,Bay Ridge ,Townhouse,1,1
 Modern and Tranquil Apartment on Riverside Drive! ,$207/night, 59%  ,Carnegie Hill ,Apartment,1,1
 Fort Greene 2 bedroom Apartment ,$199/night, 36%  ,Clinton Hill ,Apartment,3,2
 Staten Island Garden Apartment Near Ferry ,$90/night, 73%  ,New Brighton ,Apartment,2,1
 Beautiful Renovated West Village Gem with Hästens ,$310/night, 47%  ,West Village ,Apartment,1,1
 Private studio in best location. ,$82/night, 87%  ,Hunters Point ,Apartment,2,1
 River front Brand New upper East side apt ,$147/night, 55%  ,Carnegie Hill ,Apartment,1,1
" Entire Bright, beautiful 1.5 Bedroom APT in LIC ",$162/night, 19%  ,Sunnyside ,Apartment,2,1
 East Village Cozy Corner ,$118/night, 32%  ,East Village ,Apartment,1,1
 Private Apartment @Union Square ,$114/night, 94%  ,NoHo ,Apartment,2,1
" Private Guest Suite near NYC Ferry, Rear ",$104/night, 78%  ,Bay Ridge ,Townhouse,1,1
 Modern and Tranquil Apartment on Riverside Drive! ,$207/night, 59%  ,Carnegie Hill ,Apartment,1,1
 Fort Greene 2 bedroom Apartment ,$199/night, 36%  ,Clinton Hill ,Apartment,3,2
 Cozy 1BR/1BA minutes from Manhattan. ,$113/night, 58%  ,East Flatbush ,House,2,1
 Multicultural House ,$105/night, 45%  ,Concourse ,Apartment,3,1
 HUDSON YARDS   TWO BEDROOM APARTMENT. ,$391/night, 50%  ,Gramercy ,Apartment,3,1
 3rd Floor Art ,$156/night, 35%  ,Washington Heights ,Apartment,2,1
 1 Bedroom Loft Space in the Heart of Williamsburg ,$189/night, 55%  ,Navy Yard ,Loft,1,1
 Luxury Studio 5 min to World Trade & BK Bridge ,$186/night, 86%  ,DUMBO ,Serviced apartment,1,1
" Quaint, Cozy Studio in the Heart of Harlem ",$153/night, 53%  ,Harlem ,Apartment,1,1
 Beautiful Quiet Private Apt. Perfect NYC Location ,$142/night, 9%  ,Greenwich Village ,Condominium,1,1
 Bright and Spacious Apartment ,$154/night, 44%  ,Bay Ridge ,Apartment,4,1
 Cozy and Spacious Basement Apartment ,$88/night, 32%  ,Bayside ,Guest suite,2,1
 Modern Living in Soho/Noho/West Village ,$201/night, 47%  ,Battery Park ,Apartment,1,1
 Fully Renovated 3 Bedroom Apartment in Brooklyn ,$152/night, 76%  ,Brownsville ,Apartment,3,1
 IDYLLIC SKYLINE VIEWS in Coveted Brooklyn Heights ,$226/night, 71%  ,Cobble Hill ,Guest suite,1,1
 Ground Floor Retreat near BKLYN Children’s Museum ,$105/night, 54%  ,Wingate ,Townhouse,1,1
" Private big one bedroom apt, Brooklyn,NY ",$90/night, 70%  ,Brownsville ,House,2,1
 Modern Renovated Sunny~Near Subways & Central Park ,$176/night, 83%  ,Carnegie Hill ,Apartment,2,1
 Spacious Bed Stuy Brooklyn 2 Bedroom Near Subway ,$148/night, 66%  ,Clinton Hill ,Apartment,2,1
" Stylish, Minimalist Family Pad in Carroll Gardens ",$156/night, 74%  ,Park Slope ,Apartment,1,1
 Central Park Stunning  Apartment (30 Day Minimum) ,$261/night, 86%  ,Carnegie Hill ,Apartment,2,1
 Entire 3 Bed Apartment in UWS near Central Park ,$336/night, 80%  ,Upper West Side ,Apartment,4,1
" Central, Hip Nolita 1br Flat! ",$308/night, 93%  ,NoHo ,Apartment,1,1
" Heaven in New York, Suite ",$94/night, 17%  ,Co-op City ,Guest suite,1,N/A
" Bright, Brand NEW, and Spacious, Gorgeous Home ",$274/night, 20%  ,New Springville ,House,6,2.5
 Sunny Cozy UES Studio ,$94/night, 100%  ,Carnegie Hill ,Apartment,1,1
 Cozy Midtown Studio ,$159/night, 95%  ,Clinton ,Apartment,N/A,1
 Sleep & Wake near Botanical Gardens ,$84/night, 68%  ,Park Slope ,Apartment,5,1
 East Village 2 Bedroom Cozy & Sunny Apartment ,$254/night, 53%  ,NoHo ,Apartment,2,1
" Artsy 1 bedroom UES apt, minutes from Central Park ",$156/night, 54%  ,Carnegie Hill ,Apartment,1,1
 ENTIRE APARTMENT: CHARMING + BEST LOCATION ,$120/night, 90%  ,NoHo ,Apartment,1,1
 Spacious UWS 1BR + balcony by Central Park ,$123/night, 97%  ,Carnegie Hill ,Apartment,1,1
 Private Apartment in Classic Brownstone ,$129/night, 75%  ,Bushwick ,Apartment,2,1
 Garden apartment in the heart of Fort Greene ,$166/night, 81%  ,Clinton Hill ,Apartment,2,1
 Giordano's Suite - 7 mins from LGA ,$70/night, 100%  ,Woodside ,Guesthouse,1,1
 Beautiful bright Brooklyn Heights 1 bedroom ,$125/night, 43%  ,Red Hook ,Apartment,1,1
" Hi-ceiling, Studio, Flatiron NYC ",$180/night, 59%  ,NoHo ,Apartment,1,1
 曼哈顿帝国大厦/Time square ,$140/night, 67%  ,Tudor City ,Condominium,3,1
 Modern Newly Renovated Home Away From Home ,$88/night, 48%  ,Bergen Beach ,Apartment,2,1
 Sunny Flex 2br  Loft in Brooklyn ,$149/night, N/A%  ,Sunnyside ,Serviced apartment,2,1
 Large Two Bedroom Brooklyn Loft ,$203/night, 70%  ,Red Hook ,Loft,2,1
 Artists/Yoga Sunny Studio - Prime Location! ,$124/night, 76%  ,Flatbush ,Apartment,3,1
 Beautiful brownstone apartment ,$204/night, 60%  ,NoHo ,Loft,1,1
 1 BR apartment near Times Square ,$204/night, 94%  ,Clinton ,Apartment,2,1
 Reign in your castle ,$98/night, 48%  ,Flushing ,Apartment,4,1
" 'The Tree House' near JFK, two blocks from beach ",$132/night, 82%  ,Rockaway Beach ,House,1,1
 Chelsea Studio (450 Sq. Feet) with Balcony! ,$139/night, 9%  ,Chelsea ,Condominium,1,1
 **Newly Listed 2-bedroom gem with private entrance ,$120/night, 87%  ,Bushwick ,Apartment,2,1
 1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min. ,$55/night, 97%  ,Morris Heights ,Apartment,2,1
